status,shopify_product_id,handle,source_title,variants,first_sku,first_ean,size_confidence,missing_translations,outdated_translations,reason
included,7348179927290,banksy-girl-with-heart-balloon-wall-sticker-vinyl-baloon-hot-air-pop-art-decal-there-is-always-hope-for-home-mural,Heart Balloon Girl Silhouette Wall Decal,20,26664901079859,7341147057834,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,7348182745338,banksy-barcode-robot-wall-vinyl-sticker-street-art-graffiti-machine-decal-boys-room-decor-mural-die-cut-print-room-stickers-decals-1,Street Art Style Robot Barcode Vinyl Decal - Trendy Wall Sticker,19,24486182834981,7341147058039,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348184285434,scuba-diver-wall-sticker-fire-extinguisher-deep-dive-silhouette-vinyl-gift-decal-down-diving-happy-diver-art-creative-for-office-mural-1,Deep Dive Wall Sticker - Underwater Adventure Vinyl Decal for Walls,15,12279206904934,7341147058220,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348185956602,leopard-heart-wall-sticker-art-print-texas-vinyl-decal-room-love-decor-pink-stickers-jaguar-wild-skin-removable-bedroom-large-decals,Wildlife Leopard Heart Vinyl Wall Art Decal - Aesthetic Animal Themed Decal,20,27748491785600,7341147058374,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348200898810,let-it-be-wall-sticker-lets-go-love-vinyl-decal-die-cut-art-quote-stickers-lettering-music-room-inspirational-decoration-punk-label,"Motivational Harmony Vinyl Wall Sticker, Positive Affirmation Wall Art Decor",19,20287910835356,7341147058916,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348204175610,branch-wall-tree-sticker-vinyl-decal-bird-kids-room-decals-girls-nursery-birds-flower-baby-art-mural-leaves-decor-girl-removable-decal,"Abstract Tree Branch Wall Sticker, Artistic Vinyl Wall Art Decal, Indoor Wall Decoration",6,36759429256565,7341147059319,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348205453562,banksy-thinking-monkey-wall-sticker-vinyl-art-print-dj-waterproof-thinker-smart-decal-street-thought-headphones-music-think-stickers,"Contemplative Primate Wall Art Sticker, Vinyl Peel & Stick Room Mural Feature",19,91437512928623,7341147059371,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,7348206141690,nursery-tree-wall-art-sticker-nature-plant-botanical-waterproof-vinyl-decal-peel-and-stick-cute-adventure-decor-durable-silhouete,"Nature's Delight Wall Stickers, Vinyl Wall Art, Removable Wall Decal Decor",19,20795296873122,7341147059562,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348206665978,thinking-monkey-wall-sticker-banksy-street-art-print-waterproof-vinyl-decal-gift-bored-chimp-thought-smart-thinker-think-mural,Contemporary Street Art Primate Decal - Artistic Waterproof Vinyl Wall Sticker Print,22,92124038219510,7341147059753,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348207386874,moon-phases-wall-decor-decal-gold-home-art-living-room-bedroom-sticker-decoration-silver-phase-cycle-nursery-lunar-crescent-vinyl-mural,"Lunar Harmony Decal: Wall Art, Moon-Themed Sticker, Decorative Vinyl Mural",20,19474228863478,7341147059975,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348207943930,woman-eye-vinyl-wall-sticker-art-lash-face-girl-eyelash-decor-beauty-salon-decal-pretty-sexy-beautiful-women-black-silhouette-mural,"Femme Vinyl Wall Decal, Eyelash Silhouette Wall Art, Elegant Beauty and Style Decal",20,13797803609738,7341147060179,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348209877242,mountain-silhouette-sticker-laptop-art-car-stickers-wall-vinyl-decal-mural-decor-peel-and-stick-mountains-peak-hills-decals-cutting,"Nature's Majesty Vinyl Decal, Wall Sticker Art Design",20,20825889207909,7341147060728,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348211745018,butterflies-vinyl-sticker-car-bumper-moth-wall-laptop-window-butterfly-set-kawaii-art-stickers-cute-nature-die-cut-decals-floral-decal,"Vinyl Whimsy Wings Sticker, Wall Art Decal, Kid's Room Adhesive Decoration",18,26955567442877,7341147060926,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348218134778,fitness-gym-wall-workout-decor-vinyl-decal-inspirational-motivational-sports-stickers-quotes-for-exercise-room-beast-mode-sticker-decals-3,Fitness Motivational Decal: Unleash Inner Beast Mode Wall Sticker,16,13979950535488,7341147061107,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348219019514,tree-sticker-decal-wall-birch-art-vinyl-nursery-stickers-nature-botanical-trees-decals-forest-decor-natural-big-leaf-peel-and-stick-1,"Serenity Tree Wall Sticker, Nature-Inspired Vinyl Decal, Botanical Art",19,23492570366032,7341147061268,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348231733498,tree-sticker-decal-wall-birch-art-vinyl-nursery-stickers-nature-botanical-trees-decals-forest-decor-natural-big-winter-peel-and-stick,"Nature's Serenity, Vinyl Wall Decal, Artistic Design, Easy to Install – Removable Peel & Stick Wall Sticker",17,20874459332956,7341147061817,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,7348233404666,40x-dinosaur-silhouette-wall-decal-dino-nursery-baby-room-art-vinyl-decor-decals-kids-t-rex-boys-stickers-black-gold-boy-sticker-2,"Dinosaur Dreams Wall Sticker Set, Removable Vinyl Wall Decal Collection",15,12537437470869,7341147061985,medium — size range/single measurement derived from description,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348234092794,dj-wall-art-music-sticker-usa-club-label-vinyl-funky-party-phase-decoration-decal-sound-wave-deejay-techno-american-words-sign-mural,DJ Music Wall Decal - Soundwave Design Vinyl Wall Decal for Music Fans and DJs,20,12620297018035,7341147062135,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348238188794,jukebox-art-wall-print-sticker-decor-old-music-box-song-party-jdm-die-cut-juke-vinyl-decal-in-90s-vintage-funny-record-retro-room-label,Retro Melody Vinyl Wall Decal - Vintage Music Box Themed Sticker,20,23068229128736,7341147062531,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,7348239106298,lets-cook-breaking-bad-quote-sticker-wall-kitchen-vinyl-crock-element-map-science-decal-funny-text-grill-since-cooker-cooking-mural,Let's Cook Kitchen Quote Wall Sticker,6,88026228280791,7448005475042,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:title; ee:description,
included,7348240384250,banksy-choose-your-weapon-vinyl-wall-sticker-dog-pack-art-critical-hit-teen-decor-teenager-gamer-wepon-decal-boy-walking-decals,Street Art Dog Walker Wall Decal - Urban Vinyl Sticker,15,62863519532339,7341147062746,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:title; ee:description,
included,7348250738938,banksy-laugh-now-monkey-wall-sticker-art-vinyl-street-baksy-graffiti-decal-waterproof-chimp-decor-mural-keep-it-real-banksy-sticker,Monkey Graffiti Wall Decal - Urban Street Art Sticker,20,91623382453370,7341147062890,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:title; ee:description,
included,7348251394298,world-map-vinyl-sticker-wall-art-vinyl-of-the-decor-decal-label-country-mural-stick-decals-large-earth-travel-stickers,"Wanderlust Vinyl Sticker - Wall Decal for Travel Lovers, Artistic Design",18,27226351174607,7341147063095,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348252475642,tree-sticker-decal-wall-birch-art-vinyl-nursery-stickers-nature-botanical-trees-decals-forest-decor-natural-big-winter-peel-and-stick-1,"Nature's Serenity, Vinyl Wall Decal, Artistic Design, Easy to Install",19,20891958727113,7341147063279,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348253753594,flamingo-decal-pink-sticker-tropical-art-cute-wall-decor-vinyl-stickers-animal-funny-bird-home-deco-die-cut-nursery-silhouette-flamingos,Flamingo Wall Decal - Tropical Bird Vinyl Sticker for Decoration,15,14039156524115,7341147063460,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348255752442,get-naked-wall-bathroom-sticker-shower-vinyl-quote-fun-bath-funny-sexy-decal-bathtub-art-decor-humor-mirror-pool-door-nake-sign,Bathroom Humor Decal: Superior Bathroom Fun Embellishment and Makeover Accessory,19,64767065996470,7341147063613,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348256702714,motivational-inspirational-wall-decal-quote-inspiring-positive-book-sticker-reading-lover-in-stickers-read-more-books-treasure-mural,InspireSpace Wall Sticker - Motivational Decal for Inspiration and Positivity,18,17854199789180,7341147063804,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348257489146,nature-art-vinyl-cute-animal-set-stickers-tree-forest-botanical-cool-floral-die-cut-decal-bird-decorative-wild-wildlife-fox-sticker,Botanical Wildlife Vinyl Decal Set - Nature-Inspired Wall Stickers for Interior Design,18,70987766846669,7341147063989,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348258701562,banksy-wall-decal-banksy-wall-sticker-large-art-lovesick-girl-love-peel-stick-vinyl-mural,Innovative Artistic Wall Sticker Vinyl Expressive Wall Adhesive Decorations,19,17574955236449,7341147064160,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ru:description; ee:description,
included,7348260405498,banksy-mona-lisa-wall-sticker-laptop-car-tablet-da-vinci-joconda-art-vinyl-decal-women-smile-launcher-street-bazooka-diy-decor-mural,Mona Lisa Street Art Wall Decal | Portrait Vinyl Sticker,20,41912715373181,7341147064481,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,,
included,7348264501498,balloon-girl-banksy-wall-sticker-hot-air-nursery-baby-decor-vinyl-room-cute-decal-teen-love-silhouette-black-label-drawn-gift-mural,"Ethereal Dreams Removable Wall Sticker, Versatile Wall Applique",20,13544693809840,7341147065280,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
included,7348265287930,banksy-panda-with-shooting-guns-wall-sticker-art-graffiti-gun-bear-vinyl-decal-street-bears-pistols-armed-pistol-pandas-stickers-decals,Artistic Urban Bear with Gun Wall Decal - Modern Interior Design Element,20,42249701859146,7341147065488,medium — unitless Shopify option interpreted as inches,lt:title; lt:description; lv:title; lv:description; fi:title; fi:description,ee:description,
